node,Proportional,Uniform
1156,560.3902,654.3819
1157,230.0119,270.2466
1158,864.7747,1012.9786
1159,330.0687,386.6752
1160,199.6281,232.6536
1161,66.0920,77.4162
1162,165.8115,194.0465
1163,1236.7686,1446.8352
1164,600.2816,702.8042
1165,299.3335,349.6882
1166,133.0183,155.7424
1167,503.2976,586.8786
1168,199.8376,233.8657
1169,266.2374,311.4841
1170,608.6848,678.5760
1171,399.4653,439.0142
1172,361.7286,399.3022
1173,326.5079,360.1830
1174,774.7627,845.0292
1175,2682.3317,2871.0675
1176,1111.9709,1210.6268
1177,784.7349,848.2733
1178,225.9649,243.5956
1179,344.1798,367.1483
1180,2277.2106,2408.8886
1181,960.4681,1021.5032
1182,905.6327,978.3792
1183,714.1291,772.8482
1184,342.0002,366.4663
1185,461.8494,490.8921
1186,2170.4890,2264.8932
1187,1127.4441,1191.2805
1188,936.3292,986.8230
1189,2101.4997,2187.8348
1190,2271.8202,2364.4032
1191,1934.8322,2065.3587
1192,1925.2080,1991.1686
1194,2273.4586,2375.0308
1195,610.6882,709.1280
1196,751.6182,866.2776
1197,518.1198,590.9905
1198,878.2273,987.0121
1199,670.8662,750.9373
1200,242.9679,277.6851
1201,311.1840,355.5139
1202,211.3101,237.6743
1203,282.3355,317.6953
1204,211.3991,237.9731
1205,285.8623,317.9935
1206,523.1375,594.2850
1207,611.1572,677.5844
1208,607.8486,677.8819
1209,392.0332,438.9154
1210,764.2079,839.9982
1211,544.5742,600.5362
1212,576.1941,639.6552
1213,552.0315,603.6913
1214,446.5839,483.4652
1215,476.4648,522.6878
1216,365.8834,402.3628
1217,409.0836,444.8291
1218,483.7634,526.2242
1219,691.4479,748.0092
1220,427.1430,459.7181
1221,695.3296,752.8793
1222,457.1977,502.5234
1223,611.4647,672.6888
1224,775.7518,841.7129
1226,755.6372,802.4106
1227,1845.4910,1890.4157
1228,1788.0907,1904.3979
1229,782.3638,846.1510
1230,919.8832,931.9343
1231,1625.1024,1685.5982
1232,1101.2667,1142.1527
1233,1097.0010,1188.0560
1234,1235.4666,1238.8066
1235,1380.2339,1494.6463
1236,854.8924,859.1472
1237,2550.7404,2632.0844
1238,1731.0912,1735.5558
1239,881.6514,868.4651
1240,1439.7564,1395.3543
1241,1691.8100,1798.5362
1242,1704.5891,1626.1161
1244,1382.4435,1582.1935
1250,34.0160,38.0969
1251,59.9110,48.8705
1253,10755.4675,9608.7832
1254,2160.2025,2144.0712
1257,7126.7187,5998.2869
1258,4316.6033,3793.6678
1259,1094.5185,946.6520
1260,990.0986,898.7318
1261,2977.3945,2728.4948
1262,6567.2892,5903.8107
1265,1661.1651,1510.2560
1266,2503.9893,2345.0360
1267,2925.1158,2740.3494
1268,1695.2052,1579.3127
1269,1352.7734,1243.4682
1270,555.0871,503.8271
1271,502.6381,457.5559
1272,1260.7749,1194.6991
1273,2751.4790,2607.2513
1274,3505.8228,3295.1157
1275,2680.0060,2435.6502
1277,2493.9715,2292.1573
1278,927.3392,863.2939
1279,187.6289,180.4998
1280,1480.2799,1361.2242
1281,1849.5477,1720.7425
1282,1400.4355,1304.5083
1283,847.3570,805.5873
1284,371.8778,357.0229
1285,2939.6111,2702.9087
1286,426.3098,404.0334
1287,861.6202,810.5350
1288,1254.0898,1158.5175
1289,1299.3700,1255.6536
1290,551.8588,536.2900
1291,912.6286,895.6120
1292,1160.9431,1107.7319
1293,366.1475,354.1622
1294,551.4897,529.9392
1295,1021.3408,971.2685
1296,1255.1801,1222.9564
1297,1137.9209,1098.4431
1298,863.1895,835.7807
1299,1508.1142,1492.1587
1300,665.4247,656.9242
1301,501.3857,458.2442
1302,197.8724,182.0710
1303,140.2625,135.0013
1304,193.9072,181.4622
1305,520.5838,496.8790
1306,937.4247,898.0967
1307,921.6723,894.8219
1308,332.2944,312.1388
1309,614.8385,578.2330
1310,864.9377,807.6231
1311,1339.4780,1215.7104
1312,1237.6464,1162.4686
1313,1583.8100,1466.9182
1314,797.3376,730.5358
1315,238.1320,222.3706
1316,675.6922,625.1680
1317,283.4782,265.8239
1318,281.0397,266.7194
1319,186.6506,177.4849
1320,328.3810,311.3366
1321,708.9700,670.4953
1322,523.4150,490.5171
1323,1083.6539,1028.8489
1324,682.6670,632.1432
1325,295.9982,270.9692
1326,725.0737,679.9154
1327,1449.7150,1364.4423
1328,423.4824,404.3869
1329,791.1089,761.5019
1330,1030.4471,979.7857
1331,866.9446,841.1915
1332,813.3869,792.6075
1333,1696.5621,1640.8094
1334,1764.7083,1734.0684
1335,45.0765,43.8981
1336,2266.2037,2240.5941
1337,1248.0582,1224.5081
1338,732.5526,702.9108
1339,986.6638,966.2992
1341,1941.1997,1855.6579
1342,1271.7428,1172.4092
1343,373.7611,354.9697
1344,959.8903,925.0244
1345,753.9591,744.0850
1346,624.2071,614.6610
1347,1016.7786,978.4417
1348,365.2318,356.2212
1349,687.7182,662.4460
1350,417.3379,396.9813
1351,489.0433,482.6962
1352,573.3230,567.7640
1353,294.9541,302.8990
1354,419.7243,430.5491
1355,763.0447,770.0265
1356,582.4830,598.8478
1357,792.5642,754.8237
1358,1438.8105,1371.3091
1359,637.1104,614.7524
1360,175.1928,174.1346
1361,561.4138,564.4704
1362,171.9490,173.5844
1363,210.9644,216.4749
1364,167.3580,172.5713
1365,292.7471,301.3289
1366,209.2431,214.5327
1367,544.7939,554.9340
1368,1328.8062,1379.2719
1369,950.8284,981.1063
1370,771.0263,782.0456
1371,339.3147,346.1571
1372,2732.0248,2865.1821
1373,323.7361,310.2625
1374,186.8500,177.8429
1375,1341.4616,1315.6670
1376,1552.0926,1562.6197
1377,935.8877,947.1498
1378,655.0080,652.8200
1379,689.0276,693.6938
1380,213.9673,214.7184
1381,212.8169,214.5325
1382,459.1618,468.4087
1383,1005.0882,1027.0727
1384,126.1412,128.2915
1385,340.5786,342.7316
1386,255.3887,256.5828
1387,716.1207,723.3070
1388,461.8702,467.5653
1389,1966.7042,2010.5652
1390,611.8069,579.8392
1391,512.3115,487.6571
1392,1224.4604,1191.3924
1393,531.7544,525.7769
1394,527.9303,525.6863
1395,261.6234,261.5675
1396,1687.3531,1638.6550
1397,304.6306,304.5521
1398,256.9071,260.0090
1400,698.2715,699.6404
1401,343.3401,345.8806
1402,380.5045,387.8458
1403,470.8742,474.0854
1404,297.3124,301.3289
1405,212.1253,213.6013
1406,874.3741,886.9710
1407,953.2534,971.9997
1408,679.1123,688.6184
1409,171.4916,173.5844
1410,476.1660,478.6865
1411,562.3369,534.4209
1412,682.6510,685.6482
1413,129.2043,127.8246
1414,421.6083,427.1094
1415,553.4037,558.7496
1416,297.6299,300.4009
1417,686.5914,686.5778
1418,1307.9048,1294.6945
1419,1033.4804,1035.1475
1420,213.7512,215.4598
1421,760.9567,768.6261
1422,1729.4713,1736.9381
1423,477.5140,475.8343
1424,645.2108,646.4691
1425,893.4865,902.5030
1426,1437.7510,1452.8773
1427,424.7937,427.2957
1428,168.6186,170.7130
1429,1250.5127,1269.7903
1430,1334.7046,1372.7507
1431,1037.2838,1053.2550
1432,1667.3525,1673.8377
1433,470.5300,469.2501
1434,792.1916,797.3003
1435,713.0832,711.2172
1436,852.0516,880.2463
1437,1047.2504,1082.7439
1438,932.9753,950.8484
1439,394.4102,409.8855
1440,719.6349,740.8902
1441,207.0757,207.0664
1442,621.6133,624.6484
1443,930.1925,939.8084
1444,819.3368,821.4371
1445,919.1499,916.3980
1446,1004.3181,997.2370
1447,641.4318,646.6563
1448,1037.6038,1063.7959
1449,720.0709,721.3362
1450,611.1318,634.0494
1451,251.9766,253.2049
1452,385.4525,381.4094
1453,576.3171,552.0315
1454,597.8275,597.9156
1455,385.5784,386.7338
1456,1015.0919,995.6708
1457,663.3829,649.3308
1458,1573.6915,1526.4154
1459,1230.8205,1217.0156
1460,691.9654,693.9684
1461,1199.4586,1208.9134
1462,1054.3322,1071.4535
1463,762.0341,764.5072
1464,1736.6000,1739.8918
1465,510.9109,512.6984
1466,522.4113,509.0470
1467,89.0120,84.9352
1468,734.8973,723.7760
1469,219.1312,211.9151
1470,265.0343,254.0533
1471,547.9839,548.4523
1472,979.3250,1007.3243
1473,165.1314,168.1726
1474,293.4882,294.4912
1475,373.2757,379.8071
1476,718.1667,709.8838
1477,378.7197,378.0087
1478,254.4945,252.8266
1479,602.3592,591.6285
1480,168.0250,170.2454
1481,83.7867,84.9352
1482,1360.4109,1411.9249
1483,1251.7577,1317.9169
1484,1197.5114,1300.2411
1485,1599.0726,1708.7752
1486,537.2386,573.1605
1487,468.7814,494.4744
1488,666.7023,699.1270
1489,1898.8102,1935.7305
1490,1222.1971,1242.0995
1491,609.9904,622.2509
1492,290.9925,290.6795
1493,246.2797,247.9603
1494,710.1343,705.6756
1495,242.2834,246.8994
1496,242.1021,247.3821
1497,1571.2496,1634.4895
1498,1523.8822,1592.9157
1499,2576.7824,2645.2879
1500,1189.9944,1259.8447
1502,536.6491,652.9840
1503,243.5740,297.0527
1505,477.6546,521.6924
1506,216.9415,263.3881
1507,122.9306,151.6697
1508,703.8129,720.5854
1509,61.1638,72.1321
1510,612.3051,727.8089
1511,1963.9437,2341.5604
1512,162.7486,167.7917
1513,1349.8914,1249.3368
1514,155.8438,139.2304
