node,Proportional,Uniform
1105,1105.2262,1273.2604
1106,1360.9585,1712.7516
1107,717.8563,1008.4078
1108,1442.5325,1628.8907
1109,862.4024,1236.0423
1110,1303.9936,1451.7976
1111,587.3033,668.5607
1112,1134.8163,1229.7166
1113,400.0492,449.4157
1114,1170.0949,1408.6546
1115,768.2717,1015.0278
1116,600.9838,793.6960
1117,1265.7306,1451.1805
1118,1145.6470,1420.1511
1119,2225.8863,2427.3674
1120,974.3707,1192.6882
1121,2099.6793,2472.8523
1122,1209.7848,1354.8605
1123,866.5445,1062.1886
1124,2784.5153,3321.6237
1125,1782.1694,2294.9854
1126,712.7344,900.5246
1127,1178.2488,1307.1862
1128,1528.7948,2060.0405
1129,822.2013,908.5049
1130,1158.1233,1532.0554
1131,992.8914,1142.0817
1132,1036.8083,1303.2082
1133,597.5841,627.2231
1134,661.8277,860.0253
1135,579.0909,688.0511
1136,623.4881,741.7214
1137,642.9875,796.1451
1138,285.6919,343.7978
1139,431.3279,575.8299
1140,816.5218,858.9606
1141,878.8072,1078.7972
1142,200.0092,229.6038
1143,394.0275,519.4139
1144,634.5152,742.9409
1145,713.6661,865.0322
1146,283.4225,345.4678
1147,2368.2999,2895.3299
1148,725.9276,1083.9941
1149,1265.4963,1721.4141
1150,285.1970,346.0741
1151,1168.3005,1665.1557
1152,505.0350,637.2404
1153,370.2742,403.3994
1155,430.8044,637.9942
1156,573.8291,976.8013
1157,319.0826,403.3994
1158,965.3614,1512.0815
1159,457.9119,577.1933
1160,260.8665,347.2839
1161,94.7987,115.5599
1162,239.5431,289.6548
1163,1771.5780,2159.7028
1164,563.5217,1049.0816
1165,416.9409,521.9825
1166,165.1322,232.4779
1167,489.3480,876.0385
1168,258.5937,349.0932
1169,352.6669,464.9550
1170,431.5255,1012.9160
1171,155.4655,655.3201
1172,233.5022,596.0418
1173,154.7011,537.6481
1174,458.7986,1261.3821
1175,2140.8734,4285.6661
1176,614.7696,1807.1126
1177,587.7756,1266.2246
1178,175.4836,363.6171
1179,276.9191,548.0454
1180,1714.6991,3595.7678
1181,757.3301,1524.8063
1182,1209.1359,1460.4347
1183,845.2450,1153.6369
1184,327.9191,547.0273
1185,530.5277,732.7587
1186,1431.4546,3380.8247
1187,1350.3095,1778.2342
1188,879.4944,1473.0389
1189,1504.3962,3265.7990
1190,2121.8620,3529.3642
1191,2193.8626,3082.9779
1192,1508.2126,2972.2337
1194,2140.2390,3545.2281
1195,720.2553,1058.5212
1196,655.1434,1293.0997
1197,388.6157,882.1765
1198,521.8839,1473.3211
1199,342.3908,1120.9302
1200,169.1929,414.5028
1201,227.8450,530.6785
1202,86.2136,354.7784
1203,169.0457,474.2263
1204,124.7903,355.2244
1205,165.0391,474.6715
1206,536.1452,887.0941
1207,300.8964,1011.4358
1208,702.4816,1011.8798
1209,297.2167,655.1727
1210,297.0578,1253.8723
1211,302.7870,896.4253
1212,713.5948,954.8186
1213,647.7037,901.1349
1214,384.9312,721.6725
1215,601.8605,780.2204
1216,508.3537,600.6102
1217,584.8508,664.0001
1218,633.3717,785.4993
1219,469.3222,1116.5594
1220,295.3860,686.2250
1221,265.8119,1123.8291
1222,107.8784,750.1209
1223,231.7826,1004.1282
1224,369.9957,1256.4318
1226,555.0064,1197.7648
1227,1478.5349,2821.8391
1228,1040.0583,2842.7104
1229,366.5209,1263.0566
1230,719.5452,1391.1060
1231,1074.4527,2516.1063
1232,608.0062,1704.9007
1233,621.8898,1773.4210
1234,2818.3806,3516.9952
1235,653.6554,2231.0709
1236,1034.8189,1795.8544
1237,2091.6664,4446.8809
1238,852.6647,2590.6784
1239,352.1725,1296.3651
1240,1421.9121,2213.2320
1241,1360.8369,2684.6898
1242,1723.3903,2823.4412
1244,1517.8673,2361.7533
1250,1638.2654,848.5673
1251,121.8425,73.0652
1253,9689.8722,16190.1976
1254,775.9456,3266.5388
1257,10559.1736,10622.1573
1258,1936.6780,5805.5460
1259,1519.8858,1766.9901
1260,752.0428,1622.1887
1261,893.7071,4213.2326
1262,2558.6999,9383.3534
1265,1029.0964,2746.8219
1266,577.8173,3570.6478
1267,530.3107,4229.3057
1268,350.8001,2357.4531
1269,300.2904,1856.1352
1270,117.9779,752.0668
1271,101.5672,682.9975
1272,211.6228,1852.2765
1273,1186.8199,4235.6698
1274,1263.8984,5466.9652
1275,4446.9903,4944.2133
1277,452.0053,3421.5221
1278,167.9947,1288.6459
1279,151.1404,404.3468
1280,200.6514,2031.9106
1281,475.9901,2568.5665
1282,548.8787,1947.2503
1283,332.7666,1202.5067
1284,143.0209,532.9311
1285,642.4751,4034.6542
1286,80.0066,603.1041
1287,390.9125,1209.8923
1288,398.7261,1729.3286
1289,1193.5063,1874.3245
1290,304.0323,800.5245
1291,1737.0628,2135.5491
1292,307.3813,1653.5205
1293,90.4512,528.6609
1294,135.7591,791.0446
1295,277.4551,1449.8205
1296,975.2841,1825.5171
1297,712.8591,1639.6550
1298,504.9599,1247.5767
1299,1638.2805,2227.3576
1300,1463.7177,1504.4021
1301,492.2991,957.8649
1302,237.8496,475.6456
1303,305.3812,605.4692
1304,91.0464,338.5227
1305,115.9682,741.6954
1306,302.8325,1340.5964
1307,218.9983,1402.5730
1308,74.6342,465.9322
1309,120.7940,863.1331
1310,99.1714,1205.5456
1311,195.8363,1814.7009
1312,378.3694,1944.4377
1313,246.3136,2189.6809
1314,122.4072,1090.4769
1315,102.6997,331.9344
1316,177.7372,933.1934
1317,105.3749,396.7975
1318,81.2451,398.1343
1319,50.5642,264.9332
1320,104.2439,464.7348
1321,247.4654,1000.8539
1322,146.3108,732.1990
1323,348.9768,1535.7712
1324,217.0397,943.6053
1325,105.3173,404.4779
1326,437.3033,1014.9154
1327,392.7036,2036.7142
1328,272.7991,603.6316
1329,397.6706,1136.7002
1330,346.5702,1462.5342
1331,434.7008,1255.6536
1332,446.2466,1183.1317
1333,1093.6094,2449.2498
1334,1533.9095,2655.0581
1335,595.0621,527.1833
1336,1849.2961,3344.5532
1337,954.8980,1827.8334
1338,489.0012,1049.2408
1339,408.1651,1442.4027
1341,1354.1309,2769.9559
1342,249.7397,1750.0649
1343,141.5936,529.8662
1344,378.5156,1380.7915
1345,258.3061,1110.7018
1346,135.3032,917.5096
1347,342.1553,1460.5280
1348,106.8092,531.7343
1349,195.4948,988.8387
1350,189.5435,592.5773
1351,110.9433,720.5245
1352,160.6941,847.5060
1353,84.8019,452.1398
1354,177.4280,642.6842
1355,506.8829,1149.4249
1356,254.0564,893.9051
1357,383.1606,1193.1984
1358,976.1784,2179.6315
1359,240.3085,917.6460
1360,75.2714,259.9321
1361,191.9127,842.5897
1362,71.0081,259.1109
1363,72.1003,323.1339
1364,53.0498,257.5985
1365,102.9798,449.7961
1366,94.0299,320.2348
1367,338.6635,828.3545
1368,402.7876,2058.8506
1369,440.0790,1464.5054
1370,223.2421,1167.3659
1371,143.1022,516.7116
1372,930.2460,4276.8809
1373,133.5421,463.1314
1374,73.2951,265.4675
1375,617.4697,1963.9069
1376,1220.6245,2332.5353
1377,683.6980,1413.8184
1378,468.9453,974.4698
1379,442.2136,1035.4824
1380,190.2367,320.5120
1381,219.5756,320.2345
1382,364.1338,699.1975
1383,803.0203,1533.1199
1384,119.3223,191.5018
1385,262.6537,511.5982
1386,252.2547,383.0032
1387,587.8963,1079.6864
1388,398.4885,697.9385
1389,1453.3600,3001.1872
1390,149.3130,865.5308
1391,101.3196,727.9297
1392,490.4896,1778.4012
1393,249.1289,784.8315
1394,187.9048,784.6963
1395,118.9555,390.4440
1396,566.5775,2446.0339
1397,151.5050,454.6074
1398,148.0269,388.1175
1400,206.2414,1044.3589
1401,236.3340,516.2989
1402,198.3680,578.9406
1403,372.1284,707.6712
1404,186.2161,449.7961
1405,225.0185,318.8445
1406,724.5507,1323.9890
1407,597.6715,1450.9119
1408,672.6963,1027.9063
1409,79.1198,259.1109
1410,167.4628,714.5392
1411,278.5204,797.7345
1412,281.5603,1023.4728
1413,43.4597,190.8048
1414,78.3371,637.5497
1415,236.2252,834.0501
1416,127.9667,448.4109
1417,387.4505,1024.8604
1418,1012.6646,1932.6011
1419,751.9889,1545.1733
1420,172.0465,321.6187
1421,347.4581,1147.3346
1422,1665.6989,2592.7419
1423,3405.4847,2842.2311
1424,675.5086,964.9898
1425,869.2278,1347.1736
1426,3141.4102,3256.3525
1427,422.1056,637.8279
1428,148.1771,254.8246
1429,1102.5604,1895.4264
1430,743.7275,2049.1162
1431,442.8141,1572.2024
1432,671.0310,2498.5513
1433,125.6659,700.4534
1434,358.9958,1190.1367
1435,201.5489,1061.6398
1436,299.8507,1313.9509
1437,356.3545,1616.2207
1438,483.5745,1419.3392
1439,237.5155,611.8395
1440,254.1272,1105.9329
1441,119.4604,309.0897
1442,288.6072,932.4178
1443,914.1724,1402.8598
1444,924.7893,1226.1660
1445,605.4968,1367.9148
1446,813.0983,1488.5839
1447,382.2025,965.2691
1448,505.4591,1587.9369
1449,194.3707,1076.7445
1450,237.0629,946.4508
1451,85.7328,377.9610
1452,150.4889,569.3329
1453,213.6086,824.0219
1454,172.2197,892.5136
1455,178.0332,577.2807
1456,754.8409,1486.2460
1457,528.3738,969.2614
1458,1267.5897,2278.4929
1459,1000.2751,1816.6492
1460,539.3298,1035.8924
1461,1091.1865,1804.5550
1462,771.4616,1599.3675
1463,456.8423,1141.1862
1464,1447.1278,2597.1509
1465,209.6449,765.3092
1466,184.1754,759.8586
1467,23.0568,126.7834
1468,195.1374,1080.3864
1469,65.5842,316.3274
1470,89.3553,379.2275
1471,183.8734,818.6793
1472,489.1816,1503.6413
1473,47.0061,251.0326
1474,109.0215,439.5895
1475,111.8406,566.9412
1476,217.5088,1059.6494
1477,139.9820,564.2567
1478,119.4912,377.3963
1479,258.0986,883.1288
1480,144.2817,254.1267
1481,75.6082,126.7834
1482,1070.8301,2107.5919
1483,961.5365,1967.2654
1484,1004.1772,1940.8807
1485,1227.3880,2550.7028
1486,419.2898,855.5614
1487,343.9010,738.1061
1488,399.3268,1043.5926
1489,841.4991,2889.4808
1490,435.5167,1854.0922
1491,228.0816,928.8390
1492,151.7813,433.8996
1493,138.0500,370.1324
1494,324.0878,1053.3678
1495,146.2826,368.5488
1496,154.2824,369.2693
1497,544.3197,2439.8160
1498,1125.1764,2377.7584
1499,1900.6120,3948.6431
1500,534.3310,1880.5805
1502,7594.5634,4081.5213
1503,9091.4137,4792.7395
1505,347.2489,778.7345
1506,540.2803,505.6696
1507,197.6285,226.3987
1508,463.9346,1075.6238
1509,40725.4333,18252.6118
1510,5001.8946,2802.9596
1511,10288.3415,6332.7643
1512,129.2556,250.4641
1513,703.3291,2073.1037
1514,210.4662,207.8304
